commune_id;code_insee;commune_nom;groupe_commune;departement;pays;sources;region_libelle;departement_libelle;arrondissement_libelle;commune_libelle_insee;latitude;longitude;localisation_azure
INSEE_38131;38131;Les Côtes-d'Arey;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Côtes-d'Arey;45.459380663895764;4.8724607117859495;LES COTES D AREY, France
INSEE_38138;38138;Crémieu;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Crémieu;45.731381964094744;5.2634817789769155;CREMIEU, France
INSEE_38144;38144;Diémoz;Communauté de communes Collines Isère Nord Communauté;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Diémoz;45.59107370746371;5.089335339185151;DIEMOZ, France
INSEE_38149;38149;Domarin;CA Porte de l'Isère (CAPI);38;France;rpc_arrivee;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Domarin;45.582724282945804;5.249132769561629;DOMARIN, France
INSEE_38156;38156;Les Éparres;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Éparres;45.53714114326509;5.2908330027582675;LES EPARRES, France
INSEE_38157;38157;Estrablin;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Estrablin;45.5094094945006;4.966231862307511;ESTRABLIN, France
INSEE_38160;38160;Eyzin-Pinet;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Eyzin-Pinet;45.477657854240064;4.997658909675035;EYZIN PINET, France
INSEE_38172;38172;Four;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Four;45.572584732122124;5.195997126987745;FOUR, France
INSEE_38176;38176;Frontonas;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Frontonas;45.6495869980238;5.18439178788509;FRONTONAS, France
INSEE_38184;38184;Grenay;CC Collines Isère Nord Communauté;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Grenay;45.65972392782021;5.075628084268479;GRENAY, France
INSEE_38185;38185;Grenoble;Grenoble-Alpes-Métropole;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Grenoble;Grenoble;45.1842334633299;5.715540018884406;GRENOBLE, France
INSEE_38189;38189;Heyrieux;Communauté de communes Collines Isère Nord Communauté;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Heyrieux;45.627507512851174;5.0578759338444375;HEYRIEUX, France
INSEE_38190;38190;Hières-sur-Amby;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Hières-sur-Amby;45.80092250732871;5.291381314436571;HIERES SUR AMBY, France
INSEE_38193;38193;L'Isle-d'Abeau;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Isle-d'Abeau;45.61525918414608;5.223437670301769;L ISLE D ABEAU, France
INSEE_38197;38197;Janneyrias;Communauté de communes Lyon Saint Exupéry en Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Janneyrias;45.75116444233289;5.114467960875665;JANNEYRIAS, France
INSEE_38199;38199;Jardin;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Jardin;45.48995300454526;4.911253475273758;JARDIN, France
INSEE_38210;38210;Leyrieu;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Leyrieu;45.75559067336016;5.257192208963977;LEYRIEU, France
INSEE_38215;38215;Luzinay;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Luzinay;45.58760842780836;4.962650430770202;LUZINAY, France
INSEE_38238;38238;Moidieu-Détourbe;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Moidieu-Détourbe;45.51505265944371;5.018110164353074;MOIDIEU DETOURBE, France
INSEE_38239;38239;Moirans;Communauté d'agglomération du Pays Voironnais;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Grenoble;Moirans;45.322755275476425;5.567581377607585;MOIRANS, France
INSEE_38247;38247;Montalieu-Vercieu;CC Les Balcons du Dauphiné;38;France;rpc_arrivee;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Montalieu-Vercieu;45.81434340140132;5.4035822788711165;MONTALIEU VERCIEU, France
INSEE_38261;38261;Morestel;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Morestel;45.68119966946759;5.47157070607336;MORESTEL, France
INSEE_38276;38276;Nivolas-Vermelle;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Nivolas-Vermelle;45.56376165035286;5.308362696305201;NIVOLAS VERMELLE, France
INSEE_38297;38297;Arandon-Passins;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Arandon-Passins;45.706447189403384;5.437322282552206;ARANDON PASSINS, France
INSEE_38298;38298;Le Péage-de-Roussillon;Communauté de communes Entre Bièvre et Rhône;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Péage-de-Roussillon;45.37232242814336;4.782548138665076;LE PEAGE DE ROUSSILLON, France
INSEE_38316;38316;Pont-de-Chéruy;Communauté de communes Lyon Saint Exupéry en Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Pont-de-Chéruy;45.74939046757855;5.172794781809731;PONT DE CHERUY, France
INSEE_38318;38318;Pont-Évêque;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Pont-Évêque;45.53347023918796;4.927829072167064;PONT EVEQUE, France
INSEE_38336;38336;Reventin-Vaugris;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Reventin-Vaugris;45.47572542399089;4.843806331931763;REVENTIN VAUGRIS, France
INSEE_38337;38337;Rives;Communauté d'agglomération du Pays Voironnais;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Grenoble;Rives;45.36061154873622;5.48478184264202;RIVES, France
INSEE_38339;38339;Roche;Communauté de communes Collines Isère Nord Communauté;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Roche;45.57802181653797;5.155728592985167;ROCHE, France
INSEE_38340;38340;Les Roches-de-Condrieu;Communauté de communes Entre Bièvre et Rhône;38;France;rpc_arrivee;Auvergne-Rhône-Alpes;Isère;Vienne;Roches-de-Condrieu;45.45315845344945;4.765603324675974;LES ROCHES DE CONDRIEU, France
INSEE_38344;38344;Roussillon;Communauté de communes Entre Bièvre et Rhône;38;France;rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Roussillon;45.38183328406613;4.813324397464907;ROUSSILLON, France
INSEE_38346;38346;Royas;Communauté de communes Bièvre Isère;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Royas;45.50481476382991;5.101812657211548;ROYAS, France
INSEE_38348;38348;Ruy-Montceau;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Ruy-Montceau;45.58808762518859;5.3481641569374805;RUY MONTCEAU, France
INSEE_38349;38349;Sablons;Communauté de communes Entre Bièvre et Rhône;38;France;rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Sablons;45.320403066134105;4.784969670932439;SABLONS, France
INSEE_38352;38352;Saint-Alban-de-Roche;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Alban-de-Roche;45.58887427929692;5.224312472543965;ST ALBAN DE ROCHE, France
INSEE_38358;38358;Sainte-Anne-sur-Gervonde;CC Bièvre Isère;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Sainte-Anne-sur-Gervonde;45.49978214217339;5.23538994979074;STE ANNE SUR GERVONDE, France
INSEE_38374;38374;Saint-Chef;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Chef;45.64007944167357;5.361903252693445;ST CHEF, France
INSEE_38377;38377;Saint-Clair-de-la-Tour;Communauté de communes Les Vals du Dauphiné;38;France;rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Clair-de-la-Tour;45.57168835449377;5.486278475791929;ST CLAIR DE LA TOUR, France
INSEE_38381;38381;Saint-Didier-de-la-Tour;Communauté de communes Les Vals du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Didier-de-la-Tour;45.544606289586824;5.487665679912258;ST DIDIER DE LA TOUR, France
INSEE_38384;38384;Saint-Étienne-de-Saint-Geoirs;Communauté de communes Bièvre Isère;38;France;rpc_arrivee;Auvergne-Rhône-Alpes;Isère;Vienne;Saint-Étienne-de-Saint-Geoirs;45.34679639467457;5.3503878017651445;ST ETIENNE DE ST GEOIRS, France
INSEE_38389;38389;Saint-Georges-d'Espéranche;Communauté de communes Collines Isère Nord Communauté;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Saint-Georges-d'Espéranche;45.562807689953615;5.088996798213419;ST GEORGES D ESPERANCHE, France
INSEE_38399;38399;Saint-Jean-de-Bournay;Communauté de communes Bièvre Isère;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Saint-Jean-de-Bournay;45.496412853210074;5.145024506435346;ST JEAN DE BOURNAY, France
INSEE_38400;38400;Saint-Jean-de-Moirans;Communauté d'agglomération du Pays Voironnais;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Grenoble;Saint-Jean-de-Moirans;45.33383483714814;5.584826086606537;ST JEAN DE MOIRANS, France
INSEE_38401;38401;Saint-Jean-de-Soudain;Communauté de communes Les Vals du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Jean-de-Soudain;45.583905783567815;5.434982514124493;ST JEAN DE SOUDAIN, France
INSEE_38408;38408;Saint-Just-Chaleyssin;Communauté de communes Collines Isère Nord Communauté;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Saint-Just-Chaleyssin;45.58668286715691;5.007718449236261;ST JUST CHALEYSSIN, France
INSEE_38415;38415;Saint-Marcel-Bel-Accueil;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Marcel-Bel-Accueil;45.65016343327362;5.241884350590139;ST MARCEL BEL ACCUEIL, France
INSEE_38425;38425;Saint-Maurice-l'Exil;Communauté de communes Entre Bièvre et Rhône;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Saint-Maurice-l'Exil;45.39109034638345;4.777384644532279;ST MAURICE L EXIL, France
INSEE_38449;38449;Saint-Quentin-Fallavier;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Quentin-Fallavier;45.63920162283401;5.11276332621013;ST QUENTIN FALLAVIER, France
INSEE_38451;38451;Saint-Romain-de-Jalionas;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Romain-de-Jalionas;45.75266974598409;5.2226977434843445;ST ROMAIN DE JALIONAS, France
INSEE_38455;38455;Saint-Savin;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Savin;45.628246854804516;5.321564354343966;ST SAVIN, France
INSEE_38464;38464;Saint-Victor-de-Cessieu;Communauté de communes Les Vals du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Victor-de-Cessieu;45.53788047940136;5.381384230285976;ST VICTOR DE CESSIEU, France
INSEE_38465;38465;Saint-Victor-de-Morestel;CC Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Saint-Victor-de-Morestel;45.704219399510315;5.495623131627986;ST VICTOR DE MORESTEL, France
INSEE_38467;38467;Salagnon;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Salagnon;45.67171943009501;5.352286468244769;SALAGNON, France
INSEE_38468;38468;Salaise-sur-Sanne;Communauté de communes Entre Bièvre et Rhône;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Salaise-sur-Sanne;45.34320273397476;4.8028393805882645;SALAISE SUR SANNE, France
INSEE_38475;38475;Satolas-et-Bonce;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Satolas-et-Bonce;45.68212477836113;5.121770282880924;SATOLAS ET BONCE, France
INSEE_38480;38480;Septème;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Septème;45.55136445940822;4.988154209847567;SEPTEME, France
INSEE_38481;38481;Sérézin-de-la-Tour;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Sérézin-de-la-Tour;45.55536391924744;5.3482644982933065;SEREZIN DE LA TOUR, France
INSEE_38484;38484;Serpaize;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Serpaize;45.558128331776885;4.921134787752564;SERPAIZE, France
INSEE_38487;38487;Seyssuel;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Seyssuel;45.562382027794825;4.840952361231533;SEYSSUEL, France
INSEE_38507;38507;Tignieu-Jameyzieu;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Tignieu-Jameyzieu;45.7320903525699;5.182957386499688;TIGNIEU JAMEYZIEU, France
INSEE_38509;38509;La Tour-du-Pin;Communauté de communes Les Vals du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Tour-du-Pin;45.57434454880344;5.445871237037869;LA TOUR DU PIN, France
INSEE_38515;38515;Trept;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Trept;45.68637072165002;5.323858228381917;TREPT, France
INSEE_38519;38519;Valencin;Communauté de communes Collines Isère Nord Communauté;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Valencin;45.60582933548306;5.025900101822624;VALENCIN, France
INSEE_38530;38530;Vaulx-Milieu;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Vaulx-Milieu;45.61735743364093;5.186805182374853;VAULX MILIEU, France
INSEE_38537;38537;La Verpillière;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Verpillière;45.6375520339677;5.1494261225620175;LA VERPILLIERE, France
INSEE_38540;38540;Veurey-Voroize;Grenoble-Alpes-Métropole;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Grenoble;Veurey-Voroize;45.27133141368134;5.6042059355989675;VEUREY VOROIZE, France
INSEE_38544;38544;Vienne;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Vienne;45.52207670194343;4.880333204768244;VIENNE, France
INSEE_38553;38553;Villefontaine;Communauté d'agglomération Porte de l'Isère (CAPI);38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Villefontaine;45.61605763762532;5.154918634279429;VILLEFONTAINE, France
INSEE_38554;38554;Villemoirieu;Communauté de communes Les Balcons du Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Villemoirieu;45.713765327329206;5.234823769242343;VILLEMOIRIEU, France
INSEE_38555;38555;Villeneuve-de-Marc;Communauté de communes Bièvre Isère;38;France;rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Villeneuve-de-Marc;45.46272310247866;5.12015086689403;VILLENEUVE DE MARC, France
INSEE_38557;38557;Villette-d'Anthon;Communauté de communes Lyon Saint Exupéry en Dauphiné;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Tour-du-Pin;Villette-d'Anthon;45.78776222687034;5.101949212544678;VILLETTE D ANTHON, France
INSEE_38558;38558;Villette-de-Vienne;Communauté d'agglomération Vienne Condrieu;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Vienne;Villette-de-Vienne;45.58826041405712;4.9109030747981475;VILLETTE DE VIENNE, France
INSEE_38563;38563;Voiron;Communauté d'agglomération du Pays Voironnais;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Grenoble;Voiron;45.38047297183019;5.5869481021104175;VOIRON, France
INSEE_38565;38565;Voreppe;Communauté d'agglomération du Pays Voironnais;38;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Isère;Grenoble;Voreppe;45.28611340498982;5.641731072577112;VOREPPE, France
INSEE_39333;39333;Moirans-en-Montagne;Communauté de communes Terre d'Émeraude Communauté;39;France;rpc_depart;Bourgogne-Franche-Comté;Jura;Saint-Claude;Moirans-en-Montagne;46.4417880441555;5.736910185382088;MOIRANS EN MONTAGNE, France
INSEE_42005;42005;Andrézieux-Bouthéon;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Andrézieux-Bouthéon;45.535253524360954;4.277271024315215;ANDREZIEUX BOUTHEON, France
INSEE_42011;42011;Balbigny;Communauté de communes de Forez-Est;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Roanne;Balbigny;45.8299479443612;4.181347108254622;BALBIGNY, France
INSEE_42095;42095;Firminy;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Firminy;45.38265417679284;4.289486012744157;FIRMINY, France
INSEE_42103;42103;La Grand-Croix;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Grand-Croix;45.50417503491258;4.55691601972269;LA GRAND CROIX, France
INSEE_42110;42110;L'Horme;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Horme;45.49348917097092;4.543289632134356;L HORME, France
INSEE_42123;42123;Lorette;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Lorette;45.50881225390707;4.581906753188754;LORETTE, France
INSEE_42186;42186;Rive-de-Gier;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Rive-de-Gier;45.52113614891955;4.617475760081464;RIVE DE GIER, France
INSEE_42187;42187;Roanne;Communauté d'agglomération Roannais Agglomération;42;France;rpc_depart;Auvergne-Rhône-Alpes;Loire;Roanne;Roanne;46.044302770303695;4.0797384822403;ROANNE, France
INSEE_42207;42207;Saint-Chamond;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Saint-Chamond;45.46868551727182;4.508207438807258;ST CHAMOND, France
INSEE_42218;42218;Saint-Étienne;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Saint-Étienne;45.42410391871658;4.366467257037207;ST ETIENNE, France
INSEE_42225;42225;Genilac;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Genilac;45.539525535804685;4.574968046591858;GENILAC, France
INSEE_42234;42234;Saint-Héand;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Saint-Héand;45.531682478974076;4.384098992552701;ST HEAND, France
INSEE_42275;42275;Saint-Priest-en-Jarez;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Saint-Priest-en-Jarez;45.473998064283954;4.370847445310176;ST PRIEST EN JAREZ, France
INSEE_42302;42302;Sorbiers;Saint-Etienne Métropole;42;France;rpc_arrivee;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Sorbiers;45.499450380419475;4.435748189496131;SORBIERS, France
INSEE_42305;42305;La Talaudière;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Loire;Saint-Étienne;Talaudière;45.47747617019617;4.425713684136019;LA TALAUDIERE, France
INSEE_43012;43012;Aurec-sur-Loire;Communauté de communes Loire et Semène;43;France;rpc_arrivee;Auvergne-Rhône-Alpes;Haute-Loire;Yssingeaux;Aurec-sur-Loire;45.36682250637614;4.203431440016393;AUREC SUR LOIRE, France
INSEE_69003;69003;Albigny-sur-Saône;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Lyon;Albigny-sur-Saône;45.86658639194704;4.828356707603269;ALBIGNY SUR SAONE, France
INSEE_69006;69006;Amplepuis;Communauté d'agglomération de l'Ouest Rhodanien;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Amplepuis;45.96598139306361;4.317004046836383;AMPLEPUIS, France
INSEE_69007;69007;Ampuis;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Lyon;Ampuis;45.503435734903384;4.807913738572225;AMPUIS, France
INSEE_69009;69009;Anse;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Anse;45.94508657561943;4.704939091985324;ANSE, France
INSEE_69010;69010;L'Arbresle;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Arbresle;45.83470704938021;4.610232450973638;L ARBRESLE, France
INSEE_69013;69013;Arnas;Communauté d'agglomération Villefranche Beaujolais Saône;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Arnas;46.01935426328712;4.710236195775769;ARNAS, France
INSEE_69019;69019;Belleville-en-Beaujolais;Communauté de communes Saône-Beaujolais;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Belleville-en-Beaujolais;46.114472887940316;4.7291072746259895;BELLEVILLE EN BEAUJOLAIS, France
INSEE_69020;69020;Belmont-d'Azergues;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Belmont-d'Azergues;45.867349292160185;4.668500075974622;BELMONT D AZERGUES, France
INSEE_69021;69021;Bessenay;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Bessenay;45.77120474662273;4.54840238423939;BESSENAY, France
INSEE_69023;69023;Blacé;Communauté d'agglomération Villefranche Beaujolais Saône;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Blacé;46.03642797519701;4.630417115149625;BLACE, France
INSEE_69024;69024;Val d'Oingt;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Val d'Oingt;45.93861746271021;4.566799170093339;VAL D OINGT, France
INSEE_69027;69027;Brignais;Communauté de communes de la Vallée du Garon (CCVG);69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Lyon;Brignais;45.675080337076835;4.752676603998863;BRIGNAIS, France
INSEE_69028;69028;Brindas;Communauté de communes des Vallons du Lyonnais (CCVL);69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Lyon;Brindas;45.71827647163428;4.70296721660811;BRINDAS, France
INSEE_69029;69029;Bron;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi;Auvergne-Rhône-Alpes;Rhône;Lyon;Bron;45.73548522963891;4.9116217189189;BRON, France
INSEE_69031;69031;Brussieu;Communauté de communes des Monts du Lyonnais;69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Lyon;Brussieu;45.74496232710487;4.520085238553907;BRUSSIEU, France
INSEE_69032;69032;Bully;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart;Auvergne-Rhône-Alpes;Rhône;Villefranche-sur-Saône;Bully;45.85950027784423;4.578551367171206;BULLY, France
INSEE_69033;69033;Cailloux-sur-Fontaines;Métropole de Lyon;69;France;rpc_depart;Auvergne-Rhône-Alpes;Rhône;Lyon;Cailloux-sur-Fontaines;45.85922051190859;4.881729356928224;CAILLOUX SUR FONTAINES, France
INSEE_69034;69034;Caluire-et-Cuire;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi;Auvergne-Rhône-Alpes;Rhône;Lyon;Caluire-et-Cuire;45.79860966216707;4.849405601374612;CALUIRE ET CUIRE, France
