chantier_id;commune_id;fid;gid;nom_voie;nom_chantier;commune;code_insee;precision_localisation;debut_chantier;fin_chantier;description_internet;avancement;importance;type_perturbation;intervenant;validite;code_importance;document_joint;url_document;geometrie_wkt
CHANTIER_413665;INSEE_69256;pvo_patrimoine_voirie.pvochantierperturbant.413665;413665;Avenue Grandclément;Travaux d'aménagement de voirie;Vaulx-en-Velin;69256;Entre l'avenue Paul Marcellin et l'avenue Eugénie Cotton;2026-02-16;2026-05-11;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.924367244368226 45.77115610716151, 4.925241323140525 45.771504229226856, 4.92641016301863 45.77161170122522, 4.9271129449602045 45.771679924310504, 4.9320630797098675 45.77265171810157, 4.932165351826302 45.77268768630273, 4.932201782650654 45.772767190618175, 4.932238541512852 45.772856115523176, 4.931931256089536 45.77351174028506, 4.932027741722007 45.77376932228548, 4.932122013305322 45.773574484797244, 4.932414038027849 45.77286727425565, 4.932409464541511 45.77273538553055, 4.932379600474629 45.77265105712904, 4.932215770049155 45.77258785497947, 4.927102631203648 45.77157641125362, 4.925380230975545 45.77143118327934, 4.924371536008516 45.77108533801372, 4.924367244368226 45.77115610716151)))
CHANTIER_413675;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.413675;413675;Route de Genas;Travaux de voirie;Lyon 3e Arrondissement;69383;Entre l'avenue Général Leclerc et la rue de la Fraternité;2026-02-23;2026-04-30;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.8864159943376615 45.75428522446159, 4.887536614921634 45.75430432849225, 4.891095310009029 45.75413214605942, 4.891212415227992 45.754198046623024, 4.891336371874545 45.75404270162604, 4.88873080374374 45.75416389113356, 4.887469656605684 45.754235080189574, 4.886437963716412 45.754191884811256, 4.8864159943376615 45.75428522446159)))
CHANTIER_414041;INSEE_69389;pvo_patrimoine_voirie.pvochantierperturbant.414041;414041;Rue de la Corderie;TRAVAUX EP;Lyon 9e Arrondissement;69389;;2026-03-19;2026-05-31;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.807087252133585 45.77678658466883, 4.807082442590186 45.776834046633496, 4.807332604331999 45.77684784394722, 4.807388129147679 45.77679809513343, 4.807087252133585 45.77678658466883)))
CHANTIER_412907;INSEE_69385;pvo_patrimoine_voirie.pvochantierperturbant.412907;412907;Quai Romain Rolland;travaux de voirie;Lyon 5e Arrondissement;69385;voie d'accès à la chaussée nord, sens Est/Ouest du pont Alphonse Juin;2025-12-01;2026-04-30;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.829363338752541 45.763554989328426, 4.829462752264938 45.76354962250091, 4.829459537303505 45.763451674797295, 4.829500432282569 45.76338505578356, 4.82958262350521 45.763346042279586, 4.829583274362373 45.763283839642355, 4.829357459948029 45.763295009153936, 4.829363338752541 45.763554989328426)), ((4.829363300225212 45.76355499084795, 4.82936342387336 45.76355875813657, 4.829363338752541 45.763554989328426, 4.829363300225212 45.76355499084795)))
CHANTIER_414027;INSEE_69266;pvo_patrimoine_voirie.pvochantierperturbant.414027;414027;Rue Francis Chirat;Travaux de voirie;Villeurbanne;69266;Au Sud de la place Jules Grandclément;2026-03-16;2026-05-29;De 7h à 17h, du lundi au vendredi;Chantier en cours;Chantier perturbant;Circulation réduite de jour;Autre;A vérifier;2;;;MULTIPOLYGON (((4.889000444908851 45.75907212637139, 4.8890940493563875 45.759093187285615, 4.8892346748140545 45.758118376476375, 4.88914366406672 45.75811423468407, 4.889114606628922 45.758388932529684, 4.889151269904077 45.75839821780025, 4.889111641731974 45.758658956124876, 4.889073535219308 45.75866665685443, 4.889034673798181 45.758949998470754, 4.889061006163542 45.758952388242996, 4.889045667224019 45.75903603833464, 4.889000444908851 45.75907212637139)))
CHANTIER_414029;INSEE_69266;pvo_patrimoine_voirie.pvochantierperturbant.414029;414029;Rue Léon Blum;Travaux de voirie;Villeurbanne;69266;Entre la place Jules Grandclément et la rue Burais;2026-03-16;2026-05-29;De 7h à 17h, du lundi au vendredi;Chantier en cours;Chantier perturbant;Circulation réduite de jour;Autre;A vérifier;2;;;MULTIPOLYGON (((4.891103868717324 45.759526246156014, 4.891757869727814 45.759577566524605, 4.891756818886457 45.759487121463984, 4.891106567896113 45.759427257742196, 4.891103868717324 45.759526246156014)))
CHANTIER_414143;INSEE_69256;pvo_patrimoine_voirie.pvochantierperturbant.414143;414143;Avenue Maurice Thorez;Travaux Tramway T9;Vaulx-en-Velin;69256;Entre la rue Jean Perret et l'avenue Gabriel Péri;2026-03-10;2026-05-15;Sens Nord/Sud;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.912554022522793 45.782745383988086, 4.9126957686937684 45.782792029800845, 4.914021295633626 45.78058189713439, 4.914682652277793 45.77943701297199, 4.914830321990966 45.779146492476926, 4.915018267215099 45.77900850419496, 4.916464497915328 45.77853065551892, 4.9163185465610955 45.77836151696674, 4.9152543102735065 45.7787410094872, 4.914970289333239 45.77888674320689, 4.914734244294266 45.779154237321464, 4.913839362580372 45.780640112853625, 4.912554022522793 45.782745383988086)))
CHANTIER_414050;INSEE_69244;pvo_patrimoine_voirie.pvochantierperturbant.414050;414050;Impasse des Coquelicots;Travaux d'eau;Tassin-la-Demi-Lune;69244;;2026-03-23;2026-05-22;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.747491040366013 45.76577892297414, 4.747380879199469 45.76577656028127, 4.747376811408865 45.7669404379928, 4.747403279740132 45.76704546439732, 4.747447123420518 45.767150223961195, 4.747636386449416 45.76727302527237, 4.747764685945543 45.76729944058698, 4.748008558933148 45.76731596959482, 4.749127818745983 45.76734743101724, 4.7491437935364464 45.76730257977247, 4.747884907042295 45.76725298737109, 4.7477213499584625 45.767210893988654, 4.747639255037096 45.76717971360105, 4.747556269329252 45.76712016182397, 4.747508922523044 45.76708844767347, 4.747453242445848 45.76697576003225, 4.747491040366013 45.76577892297414)))
CHANTIER_409974;INSEE_69088;pvo_patrimoine_voirie.pvochantierperturbant.409974;409974;Rue Pierre Bouvier;Travaux de voirie;Fontaines-sur-Saône;69088;Au droit du chemin de la Petite Cadagne;2026-03-01;2026-05-31;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.85046828865305 45.83316469373182, 4.850506137656345 45.833226111675266, 4.850968133758827 45.83307386365946, 4.850909838477141 45.833006248440775, 4.85046828865305 45.83316469373182)))
CHANTIER_414024;INSEE_69266;pvo_patrimoine_voirie.pvochantierperturbant.414024;414024;Place Jules Grandclément;Travaux de voirie;Villeurbanne;69266;Entre l'avenue Général Leclerc et la rue Antonin Perrin;2026-03-16;2026-05-29;De 7h à 17h;Chantier en cours;Chantier perturbant;Circulation réduite de jour;Autre;A vérifier;2;;;MULTIPOLYGON (((4.88522943391598 45.75823735171882, 4.885502624085496 45.758360972898934, 4.885878781241105 45.75843581126468, 4.887450333169866 45.75894588140003, 4.88949204467066 45.7596573447481, 4.889610831077365 45.75963444965293, 4.889658933271019 45.75962057409838, 4.88885406543601 45.759354104759346, 4.8875310683663455 45.75890269755197, 4.888396661183579 45.75908709391762, 4.890539247369273 45.75946733908346, 4.890609498842913 45.75933540739406, 4.889238538725172 45.75912280759379, 4.888689449049304 45.75901685153105, 4.8874105298512065 45.75876347212095, 4.88667181887609 45.75857434878294, 4.8856987656187885 45.75830541651932, 4.885224748640607 45.758098819694155, 4.88522943391598 45.75823735171882)))
CHANTIER_414025;INSEE_69266;pvo_patrimoine_voirie.pvochantierperturbant.414025;414025;Rue Eugène Fournière;Travaux de voirie;Villeurbanne;69266;Au Sud de la place Jules Grandclément;2026-03-16;2026-05-29;De 7h à 17h, du lundi au vendredi;Chantier en cours;Chantier perturbant;Circulation réduite de jour;Autre;A vérifier;2;;;MULTIPOLYGON (((4.886882974855048 45.75861961427143, 4.886956395339094 45.75864101167993, 4.887058014155993 45.7578251616866, 4.886975411608112 45.75783077187458, 4.886882974855048 45.75861961427143)))
CHANTIER_414154;INSEE_69386;pvo_patrimoine_voirie.pvochantierperturbant.414154;414154;Rue Garibaldi;Travaux de canalisations;Lyon 6e Arrondissement;69386;Entre la rue Duquesne et la rue Crillon;2026-03-30;2026-05-01;De 7h à 17h;Chantier en cours;Chantier perturbant;Circulation réduite de jour;Autre;A vérifier;2;;;MULTIPOLYGON (((4.849635748089369 45.77299724610296, 4.849883909562639 45.77302330811697, 4.850031388314436 45.772121775167335, 4.850240586452901 45.77129824146449, 4.850290206144954 45.770849747878714, 4.849928348969494 45.77079919973922, 4.84972363448859 45.771919863732656, 4.849856706055797 45.772041848840765, 4.849759959334242 45.77285226751101, 4.849635748089369 45.77299724610296)))
CHANTIER_414142;INSEE_69256;pvo_patrimoine_voirie.pvochantierperturbant.414142;414142;Rue Jean Lesire;Travaux Tramway T9;Vaulx-en-Velin;69256;A hauteur de l'avenue Maurice Thorez;2026-03-10;2026-05-15;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.913332111783418 45.78114321572154, 4.913395251261237 45.78117289777656, 4.913437263940279 45.78120505457978, 4.913446581345452 45.78125578343546, 4.913522143982621 45.78111775840687, 4.913445025705889 45.781122234807604, 4.913344101919775 45.78109530848708, 4.913332111783418 45.78114321572154)))
CHANTIER_413059;INSEE_69271;pvo_patrimoine_voirie.pvochantierperturbant.413059;413059;rue Benoît Berlioz;travaux de pose d'une grue;Chassieu;69271;au Nord de la rue Toulouse Lautrec;2025-12-08;2026-05-07;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.966629717876779 45.746946496215074, 4.966628129634486 45.746944403142656, 4.966631042941793 45.746855301150106, 4.966641224953419 45.746843463961525, 4.9666694553448725 45.74682813390074, 4.96671307960584 45.746819958623206, 4.966697740297234 45.746771456978564, 4.966360461712264 45.74678258883563, 4.966351568781665 45.746873914724226, 4.966366272543881 45.74690440466181, 4.966411466409876 45.74694072817316, 4.966452325412863 45.74694002177306, 4.966629717876779 45.746946496215074)))
CHANTIER_414136;INSEE_69034;pvo_patrimoine_voirie.pvochantierperturbant.414136;414136;Chemin des Bruyères;Travaux d'assainissement;Caluire-et-Cuire;69034;A l'Est du chemin petit;2026-03-20;2026-04-30;De 8h à 16h30;Chantier en cours;Chantier perturbant;Circulation réduite de jour;Autre;A vérifier;2;;;MULTIPOLYGON (((4.864527039336804 45.802474853355946, 4.864003266787048 45.80239045522965, 4.863176445096471 45.80226829557398, 4.862534600905639 45.80219838717167, 4.862270629216867 45.80214742295273, 4.862244421814517 45.802223235742474, 4.863015448893407 45.80228852009331, 4.863477082644045 45.80234127340564, 4.864510178152072 45.802507796733735, 4.864527039336804 45.802474853355946)))
CHANTIER_414061;INSEE_69388;pvo_patrimoine_voirie.pvochantierperturbant.414061;414061;Avenue des Frères Lumière;travaux d’aménagement de voirie;Lyon 8e Arrondissement;69388;entre Rue Docteur Amant Gélibert et Rue Villon;2026-03-23;2026-08-31;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.866278574957183 45.74514788967461, 4.868258419110026 45.74463753964069, 4.868221310511805 45.74456735730089, 4.8662385325255615 45.745084391685054, 4.866278574957183 45.74514788967461)))
CHANTIER_413926;INSEE_69266;pvo_patrimoine_voirie.pvochantierperturbant.413926;413926;Avenue Paul Krüger;Travaux voirie;Villeurbanne;69266;;2026-03-23;2026-05-15;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.891494198421168 45.75553001518635, 4.891482852618638 45.755598361717766, 4.891980507761288 45.755665419128796, 4.891987013183027 45.75565574535691, 4.89206420337621 45.755665223279536, 4.892061194713598 45.755677231192585, 4.892397563253828 45.75567283146313, 4.8923851688125035 45.75560966253048, 4.892106685405384 45.75560831578569, 4.892055427694371 45.75560797216626, 4.891494198421168 45.75553001518635)))
CHANTIER_413730;INSEE_69029;pvo_patrimoine_voirie.pvochantierperturbant.413730;413730;Rue Louis Ailloud;Travaux d'aménagement;Bron;69029;A l'intersection avec l'avenue Franklin Roosevelt;2026-03-09;2026-05-17;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.9095544998255445 45.733333237202956, 4.909634717544937 45.73345673857922, 4.909668578317979 45.73342137610604, 4.909603525715164 45.733313993655145, 4.9095544998255445 45.733333237202956)))
CHANTIER_414065;INSEE_69259;pvo_patrimoine_voirie.pvochantierperturbant.414065;414065;Rue Jean-Baptiste Croibier;Travaux de chauffage urbain;Vénissieux;69259;Sur l'ensemble de l'axe;2026-03-23;2026-05-04;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.885456629643068 45.71827216979429, 4.885321708946582 45.71839294496009, 4.8848146102639225 45.71876754787908, 4.884727223056983 45.718864249359115, 4.884768342760031 45.71891860219971, 4.884965136655022 45.71901905966172, 4.885556699261503 45.71917647116656, 4.886161458685755 45.71874097632083, 4.886117673752931 45.71869725171843, 4.885521761120731 45.719126248946836, 4.884859091060872 45.7189213314349, 4.884824511122267 45.718881686607034, 4.884837324305211 45.71881373920004, 4.885011796694264 45.71870077639309, 4.885515228233997 45.71830718319785, 4.885456629643068 45.71827216979429)))
CHANTIER_414167;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.414167;414167;Rue Garibaldi;Travaux de voirie;Lyon 3e Arrondissement;69383;Entre la rue d'Arménie et le cours Gambetta;2026-03-30;2026-04-30;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.852992598973656 45.75459462535738, 4.8532420082971415 45.75463065954668, 4.853830370268619 45.75165389903571, 4.8535481394974225 45.75177878933445, 4.852992598973656 45.75459462535738)))
CHANTIER_413724;INSEE_69271;pvo_patrimoine_voirie.pvochantierperturbant.413724;413724;Chemin de la grange;Travaux de réseau;Chassieu;69271;A l'intersection avec l'avenue des Eglantines;2026-02-09;2026-05-04;;Chantier en cours;Chantier perturbant;Circulation alternée;Autre;A vérifier;2;;;MULTIPOLYGON (((4.963026558874405 45.74119480035312, 4.962955674195377 45.741009199156686, 4.963001261895931 45.740966651491235, 4.962974910746047 45.74088688070086, 4.962922374825424 45.740865808094576, 4.962903226061499 45.74081228912763, 4.9627471804391945 45.74083806064738, 4.962761352736332 45.74088397274281, 4.962749693437448 45.74090945024184, 4.962728390766585 45.74092850035334, 4.962656391388301 45.740934138771976, 4.962692501457386 45.741023631930275, 4.962736228060969 45.741017382458935, 4.962776933505464 45.74101448201714, 4.9628056703438626 45.74102827265392, 4.962820754034871 45.74105548654568, 4.962880757631874 45.74119951480837, 4.963026558874405 45.74119480035312)))
CHANTIER_414072;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.414072;414072;Rue Pierre Corneille;pose de canalisations;Lyon 3e Arrondissement;69383;entre Cours Lafayette et Rue de Bonnel;2026-03-30;2026-07-03;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.843801360650009 45.763509547585116, 4.843935648425005 45.76350737132871, 4.844299459759229 45.76160408451746, 4.844180608129908 45.76159494709652, 4.843801360650009 45.763509547585116)))
CHANTIER_413480;INSEE_69386;pvo_patrimoine_voirie.pvochantierperturbant.413480;413480;Place Edgar Quinet;travaux d’aménagement de voirie;Lyon 6e Arrondissement;69386;;2026-02-13;2026-09-18;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.84455741625016 45.766351518784674, 4.845338763382106 45.76642387556935, 4.846412411217457 45.76652899525158, 4.846424791434568 45.7664712766149, 4.845360279177777 45.76637226045861, 4.844564523978175 45.76629638611403, 4.84455741625016 45.766351518784674)))
CHANTIER_414077;INSEE_69388;pvo_patrimoine_voirie.pvochantierperturbant.414077;414077;Avenue des Frères Lumière;travaux d’aménagement de voirie;Lyon 8e Arrondissement;69388;;2026-03-30;2026-12-31;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.86118016820725 45.74675385759593, 4.863654052337108 45.74590549071768, 4.864081628160656 45.745768379454475, 4.8640446481178214 45.74569636936819, 4.861979268874216 45.74635349052357, 4.861176130220775 45.74663289598018, 4.8611504158803 45.7466393685323, 4.861111542142592 45.746640004610455, 4.86118016820725 45.74675385759593)))
CHANTIER_414071;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.414071;414071;Rue Rabelais;pose de canalisations;Lyon 3e Arrondissement;69383;entre Rue Molière et Avenue Maréchal de Saxe;2026-03-30;2026-07-03;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.843294931964018 45.76255822184948, 4.844984987471522 45.76269710489397, 4.845002954688945 45.762635554406835, 4.844689553213176 45.76261088139837, 4.843314532909358 45.762470390645944, 4.843294931964018 45.76255822184948)))
CHANTIER_413481;INSEE_69386;pvo_patrimoine_voirie.pvochantierperturbant.413481;413481;Rue Vendôme;Des travaux d’aménagement de voirie;Lyon 6e Arrondissement;69386;;2026-02-13;2026-09-18;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.84538177782168 45.766638373264854, 4.845470689601438 45.76664672617356, 4.845537354465187 45.76633548104024, 4.845480278525612 45.76623193039966, 4.845597112515837 45.76574519965075, 4.845545610140756 45.765739505369275, 4.845431368833062 45.7663045508455, 4.84541557404853 45.76646152158941, 4.84538177782168 45.766638373264854)))
CHANTIER_413731;INSEE_69029;pvo_patrimoine_voirie.pvochantierperturbant.413731;413731;Rue Louis Ailloud;Travaux d'aménagement;Bron;69029;A l'intersection avec l'avenue de Verdun;2026-03-09;2026-05-17;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.909056739598962 45.73416027040199, 4.909177879767837 45.73411321023435, 4.909120351245302 45.73405482189189, 4.908975911930073 45.73410432072687, 4.909056739598962 45.73416027040199)))
CHANTIER_410777;INSEE_69388;pvo_patrimoine_voirie.pvochantierperturbant.410777;410777;rue Varichon;travaux de voirie;Lyon 8e Arrondissement;69388;entre la rue de la Concorde et l'avenue Paul Santy;2025-08-01;2027-03-31;sens Sud / Nord;Chantier en cours;Chantier très perturbant;Circulation sens unique;Autre;A vérifier;1;;;MULTIPOLYGON (((4.87163525076902 45.733573257176126, 4.87166607722593 45.73352443787825, 4.869928952345807 45.73218607517227, 4.869877655076178 45.73222954691337, 4.87163525076902 45.733573257176126)))
CHANTIER_413706;INSEE_69259;pvo_patrimoine_voirie.pvochantierperturbant.413706;413706;Avenue de la République;Travaux T10;Vénissieux;69259;Entre l'allée des Erables et la rue Georges Clémenceau;2026-02-17;2026-05-04;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.864366029768878 45.7079455741153, 4.865148897499886 45.70784980229411, 4.865898323391726 45.70775244724918, 4.866635828153625 45.70766166242989, 4.867268371851941 45.70760874518441, 4.867320055854795 45.70752071529441, 4.86433306924813 45.70786743932806, 4.864366029768878 45.7079455741153)))
CHANTIER_413725;INSEE_69029;pvo_patrimoine_voirie.pvochantierperturbant.413725;413725;Rue de la Batterie;Travaux de branchement;Bron;69029;Sur l'ensemble de l'axe;2026-02-23;2026-05-20;;Chantier en cours;Chantier perturbant;Circulation alternée;Autre;A vérifier;2;;;MULTIPOLYGON (((4.912699708595684 45.747133303083764, 4.912798087569265 45.74714451209285, 4.9132618971176045 45.74638202327019, 4.91357728518634 45.74593505337321, 4.913616455672734 45.74582719391815, 4.914070474310326 45.74460176088216, 4.914184712247417 45.744539806386925, 4.914837438433715 45.74446449942626, 4.914724908055297 45.74439778543968, 4.913931989813792 45.744492603074676, 4.913948498565106 45.74461667784155, 4.913496389192981 45.74589782233909, 4.912699708595684 45.747133303083764)))
CHANTIER_414088;INSEE_69388;pvo_patrimoine_voirie.pvochantierperturbant.414088;414088;Avenue Viviani;travaux d’aménagement de voirie;Lyon 8e Arrondissement;69388;entre Rue Professeur Marcel Dargent et Boulevard des Etats-Unis;2026-03-31;2026-04-30;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.87211022831458 45.724118006796935, 4.872194009193481 45.724288457042185, 4.881881397776659 45.72155106629513, 4.881731251661192 45.72139734130094, 4.87211022831458 45.724118006796935)))
CHANTIER_412028;INSEE_69381;pvo_patrimoine_voirie.pvochantierperturbant.412028;412028;place des Terreaux;travaux de voirie;Lyon 1er Arrondissement;69381;sur l'ensemble de l'axe;2025-10-13;2026-07-01;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.83299023759064 45.76725577877474, 4.83416525281955 45.76739952983961, 4.834156026686471 45.767281741842766, 4.833009860056747 45.767159809560155, 4.83299023759064 45.76725577877474)), ((4.832989123258251 45.76726123283993, 4.83299023759064 45.76725577877474, 4.832988938648721 45.767255619695824, 4.832989123258251 45.76726123283993)))
CHANTIER_409361;INSEE_69256;pvo_patrimoine_voirie.pvochantierperturbant.409361;409361;Rue Louis Aragon;Construction immobilière,;Vaulx-en-Velin;69256;Entre Alferd Ancel et l'avenue Paul Marcelin;2025-05-05;2026-05-04;;Chantier en cours;Chantier perturbant;Circulation alternée;Autre;A vérifier;2;;;MULTIPOLYGON (((4.92873383748027 45.78215929168135, 4.928715705943696 45.7822425667097, 4.929231152673004 45.78230314570154, 4.929264295601598 45.782176557156006, 4.929184813743603 45.78222201374325, 4.928981313763056 45.782197107095236, 4.928966021139495 45.782188964379735, 4.92873383748027 45.78215929168135)))
CHANTIER_413739;INSEE_69266;pvo_patrimoine_voirie.pvochantierperturbant.413739;413739;Rue des Roses;Travaux d'assainissement;Villeurbanne;69266;Entre la rue Combet et la rue Jules Guesde;2026-02-21;2026-05-02;Sens Nord/Sud;Chantier en cours;Chantier très perturbant;Circulation sens unique;Autre;A vérifier;1;;;MULTIPOLYGON (((4.906498617652986 45.75567931604566, 4.906658560515956 45.75569025755682, 4.906637716070839 45.75564974062047, 4.906747317504604 45.7544164775272, 4.906804450364062 45.75438010241751, 4.906597742193399 45.75436722055896, 4.906498617652986 45.75567931604566)))
CHANTIER_413145;INSEE_69389;pvo_patrimoine_voirie.pvochantierperturbant.413145;413145;Rue de Bourgogne;Travaux VL 4;Lyon 9e Arrondissement;69389;Entre rue Tissot et rue Nerard;2026-01-08;2026-07-15;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.803459563525114 45.777361014816485, 4.803605106737043 45.77737933748506, 4.803862294810133 45.77712771161942, 4.80394825363686 45.77697506815359, 4.8039716407598725 45.776938596219004, 4.803884696893348 45.7769090310985, 4.803459563525114 45.777361014816485)))
CHANTIER_413165;INSEE_69383;pvo_patrimoine_voirie.pvochantierperturbant.413165;413165;Boulevard Marius Vivier-Merle;travaux de voirie;Lyon 3e Arrondissement;69383;au Sud de l'Avenue Félix Faure;2026-01-20;2026-05-15;;Chantier en cours;Chantier perturbant;Circulation réduite;Autre;A vérifier;2;;;MULTIPOLYGON (((4.859407137882774 45.753137844306615, 4.859328198408462 45.75353229792905, 4.859525628374599 45.75354921251478, 4.85960033636561 45.75315575403489, 4.859407137882774 45.753137844306615)), ((4.859405898518555 45.753137729560706, 4.859407137882774 45.753137844306615, 4.859407376908233 45.753136646063574, 4.859405898518555 45.753137729560706)))
CHANTIER_413755;INSEE_69266;pvo_patrimoine_voirie.pvochantierperturbant.413755;413755;Rue du Canal;Travaux d'assainissement;Villeurbanne;69266;;2026-02-13;2026-04-30;;Chantier en cours;Chantier perturbant;Circulation alternée;Autre;A vérifier;2;;;MULTIPOLYGON (((4.905932261495581 45.769514107964625, 4.905862805393038 45.76937386184246, 4.905398080007206 45.76961072862886, 4.904855758791872 45.76994222275516, 4.904522300372876 45.77023628088069, 4.90433576967674 45.77045434518921, 4.904256649837783 45.770622533521305, 4.904109462237314 45.77092761345666, 4.903991397984407 45.771138875596094, 4.904252505102617 45.77121086736656, 4.904611980114652 45.77120485116027, 4.9046261086310965 45.77114522300391, 4.904427324832844 45.771123096076124, 4.904353753403449 45.77109887338946, 4.904270944451657 45.771040867531674, 4.9042794879549785 45.770936080802734, 4.904373025335278 45.77071674415821, 4.9046031950403775 45.770356539086094, 4.904842230976565 45.77013759448746, 4.905228869930503 45.76986244309924, 4.90559368880316 45.769658360025005, 4.905932261495581 45.769514107964625)))
CHANTIER_414106;INSEE_69256;pvo_patrimoine_voirie.pvochantierperturbant.414106;414106;avenue Bataillon Carmagnole Liberté,;aménagements de voirie pour le tramway T9;Vaulx-en-Velin;69256;entre l'allée du Textile et la rue de la Poudrette,;2026-03-17;2026-05-01;;Chantier en cours;Chantier très perturbant;Circulation interdite;Autre;A vérifier;1;;;MULTIPOLYGON (((4.921154836157493 45.75920926873132, 4.922018460948984 45.75915905160791, 4.9224109046588875 45.75913298530204, 4.9228289765141895 45.75904494220268, 4.922999090033486 45.759012914482035, 4.923266551141981 45.758985719360346, 4.925677927618911 45.758863949706715, 4.925675131691709 45.7587830191363, 4.9230517970063055 45.758931044831506, 4.922941358607183 45.758949107861795, 4.922495873682015 45.759047332405956, 4.9223576871719175 45.759065862863245, 4.92115193519896 45.75912510068166, 4.921154836157493 45.75920926873132)))
CHANTIER_414108;INSEE_69029;pvo_patrimoine_voirie.pvochantierperturbant.414108;414108;Avenue François Mitterrand;Travaux de sondages géotechniques;Bron;69029;Entre l'avenue Pierre Brossolette et la rue de la Pagère;2026-03-13;2026-05-03;De 00h30 à 5h30;Chantier en cours;Chantier très perturbant;Circulation interdite de nuit;Autre;A vérifier;1;;;MULTIPOLYGON (((4.916850491627597 45.73690691422142, 4.922352767301215 45.73813338770285, 4.922488748461197 45.73818027111454, 4.922526035795326 45.738198885540434, 4.922588653838705 45.738155060393474, 4.916845016490855 45.73683644216186, 4.916850491627597 45.73690691422142)))
CHANTIER_414189;INSEE_69117;pvo_patrimoine_voirie.pvochantierperturbant.414189;414189;Allée de la chapelle;Travaux de télécom;Lissieu;69117;A l'Est de l'allée du Château;2026-03-26;2026-04-27;De 7h30 à 17h30;Chantier en cours;Chantier perturbant;Circulation réduite de jour;Autre;A vérifier;2;;;MULTIPOLYGON (((4.744759041886988 45.84470465074584, 4.744997101487523 45.844825180318374, 4.745042699539422 45.844775031249235, 4.744800028616946 45.84465786994119, 4.744759041886988 45.84470465074584)))
