station_taxi_id;commune_id;fid;gid;nom;adresse;commune;code_insee;nb_emplacements;telephone_flag;separateur_taxi;abri_flag;panneau_flag;diodes_flag;totem_flag;observation;validite;longitude;latitude;geometrie_wkt
TAXI_322;INSEE_69381;pvo_patrimoine_voirie.pvostationtaxi.322;322;TAX101;5, Rue Président Edouard Herriot;Lyon 1er Arrondissement;69381;3;0;Peinture;0;1;0;0;Station Place Terreaux;Validé;4,834441887971307;45,766622625115126;POINT (4.834441887971307 45.766622625115126)
TAXI_1298;INSEE_69259;pvo_patrimoine_voirie.pvostationtaxi.1298;1298;TAXVEN01;Place Henri Barbusse;Vénissieux;69259;5;0;Autre;0;0;0;0;Totem supprimé;Validé;4,882921272328911;45,69957005382095;POINT (4.882921272328911 45.69957005382095)
TAXI_1287;INSEE_69081;pvo_patrimoine_voirie.pvostationtaxi.1287;1287;TAXECU01;Parking du Chêne;Écully;69081;6;0;Peinture;0;1;0;0;;Validé;4,779087162098203;45,77659837277303;POINT (4.779087162098203 45.77659837277303)
TAXI_963;INSEE_69386;pvo_patrimoine_voirie.pvostationtaxi.963;963;TAX603;Place Général Leclerc;Lyon 6e Arrondissement;69386;6;0;Peinture;0;1;0;0;Station Porte des Enfants du Rhône;Validé;4,844869692205927;45,77676825975198;POINT (4.844869692205927 45.77676825975198)
TAXI_4039;INSEE_69382;pvo_patrimoine_voirie.pvostationtaxi.4039;4039;TAX211;17, Quai Jules Courmont;Lyon 2e Arrondissement;69382;4;0;Bordure granit;0;1;0;0;Arrêté N°2019RP36020 du 28/06/2019;Validé;4,837363497434576;45,75929919673775;POINT (4.837363497434576 45.75929919673775)
TAXI_1295;INSEE_69244;pvo_patrimoine_voirie.pvostationtaxi.1295;1295;TAXTDL01;4, Place Pierre Vauboin;Tassin-la-Demi-Lune;69244;4;0;Bordure granit;0;0;0;1;;Validé;4,781598436917708;45,76389015412097;POINT (4.781598436917708 45.76389015412097)
TAXI_321;INSEE_69381;pvo_patrimoine_voirie.pvostationtaxi.321;321;TAX100;1, Rue Président Edouard Herriot;Lyon 1er Arrondissement;69381;5;0;Peinture;0;1;0;0;Station Place Terreaux;Validé;4,834445976794087;45,76694052162545;POINT (4.834445976794087 45.76694052162545)
TAXI_336;INSEE_69383;pvo_patrimoine_voirie.pvostationtaxi.336;336;TAX306;32, Boulevard Eugéne Deruelle;Lyon 3e Arrondissement;69383;5;0;Bordure granit;0;1;0;1;Station Deruelle - Arrêté n°2025RP47973 du 03/11/25;Validé;4,855789763398682;45,76307508153097;POINT (4.855789763398682 45.76307508153097)
TAXI_643;INSEE_69385;pvo_patrimoine_voirie.pvostationtaxi.643;643;TAX502;6, Rue Octavio Mey;Lyon 5e Arrondissement;69385;4;0;Peinture;0;1;0;0;Station Place Saint Paul;Validé;4,827844011561464;45,766108480904705;POINT (4.827844011561464 45.766108480904705)
TAXI_4036;INSEE_69278;pvo_patrimoine_voirie.pvostationtaxi.4036;4036;TAXGEN01;102, Rue des Ecoles;Genay;69278;2;0;Peinture;0;1;0;0;Mairie;Validé;4,84014742335082;45,89762906983766;POINT (4.84014742335082 45.89762906983766)
TAXI_4025;INSEE_69194;pvo_patrimoine_voirie.pvostationtaxi.4025;4025;TAXSDM01;Chemin des Roteaux;Saint-Didier-au-Mont-d'Or;69194;1;0;Peinture;0;1;0;0;;Validé;4,798064296534888;45,80999024595887;POINT (4.798064296534888 45.80999024595887)
TAXI_641;INSEE_69385;pvo_patrimoine_voirie.pvostationtaxi.641;641;TAX500;Place de Trion;Lyon 5e Arrondissement;69385;4;0;Bordure granit;0;1;1;1;Station Place de Trion;Validé;4,812657482354443;45,75796773428147;POINT (4.812657482354443 45.75796773428147)
TAXI_964;INSEE_69386;pvo_patrimoine_voirie.pvostationtaxi.964;964;TAX604;Place Maréchal Lyautey;Lyon 6e Arrondissement;69386;6;0;Bordure granit;0;1;0;0;Station Place Maréchal Lyautey;Validé;4,84282649242129;45,76860266745348;POINT (4.84282649242129 45.76860266745348)
TAXI_1291;INSEE_69290;pvo_patrimoine_voirie.pvostationtaxi.1291;1291;TAXSPR01;22, Boulevard  Edouard herriot;Saint-Priest;69290;2;0;Bordure granit;0;1;0;0;;Validé;4,934664538860444;45,69410012874237;POINT (4.934664538860444 45.69410012874237)
TAXI_968;INSEE_69387;pvo_patrimoine_voirie.pvostationtaxi.968;968;TAX701;3, Rue Jaboulay;Lyon 7e Arrondissement;69387;7;0;Bordure granit;0;1;0;1;Arrêté n°2021RP38759 le 11/02/21 - Station Hôpital St Luc-ST Joseph (Emplacement des diodes vides);Validé;4,835581274824707;45,74930862101437;POINT (4.835581274824707 45.74930862101437)
TAXI_325;INSEE_69382;pvo_patrimoine_voirie.pvostationtaxi.325;325;TAX204;5, Place des Archives;Lyon 2e Arrondissement;69382;4;0;Bordure granit;0;1;0;1;;Validé;4,825272346143442;45,747366375302995;POINT (4.825272346143442 45.747366375302995)
TAXI_4027;INSEE_69117;pvo_patrimoine_voirie.pvostationtaxi.4027;4027;TAXLIS01;Face 82, Route Départementale 306;Lissieu;69117;1;0;Peinture;0;1;0;0;Mairie de Lissieu - Bibliothèque municipale - Salle Multisport Jean Corbignot;Validé;4,742271632148063;45,864648370943534;POINT (4.742271632148063 45.864648370943534)
TAXI_1311;INSEE_69266;pvo_patrimoine_voirie.pvostationtaxi.1311;1311;TAXVIL01;21, Rue Gabriel Péri;Villeurbanne;69266;6;0;Autre;0;1;1;1;;Validé;4,863709908675386;45,77095218760956;POINT (4.863709908675386 45.77095218760956)
TAXI_4041;INSEE_69256;pvo_patrimoine_voirie.pvostationtaxi.4041;4041;TAXVAU02;6, Avenue des Canuts;Vaulx-en-Velin;69256;2;0;Bordure granit;0;0;1;0;Arrêté n°20P032;Validé;4,921717315353511;45,760688190180005;POINT (4.921717315353511 45.760688190180005)
TAXI_4031;INSEE_69388;pvo_patrimoine_voirie.pvostationtaxi.4031;4031;TAX805;Rue Jacqueline Auriol - Angle Avenue Jean Mermoz;Lyon 8e Arrondissement;69388;3;0;Bordure granit;0;1;0;1;Hopital privé Jean Mermoz;Validé;4,875315643478096;45,73478198290058;POINT (4.875315643478096 45.73478198290058)
TAXI_4033;INSEE_69266;pvo_patrimoine_voirie.pvostationtaxi.4033;4033;TAXVIL07;5, Place des Maisons Neuves;Villeurbanne;69266;2;0;Peinture;0;1;0;0;;Validé;4,876523324359493;45,75589318798538;POINT (4.876523324359493 45.75589318798538)
TAXI_1288;INSEE_69149;pvo_patrimoine_voirie.pvostationtaxi.1288;1288;TAXOUL01;Face 2, Rue Etienne Dolet;Oullins;69149;4;0;Bordure granit;0;1;0;0;Place de la Mairie;Validé;4,806627364199811;45,7140377629051;POINT (4.806627364199811 45.7140377629051)
TAXI_1286;INSEE_69029;pvo_patrimoine_voirie.pvostationtaxi.1286;1286;TAXBRO04;Face 83, Avenue Pierre Brosselette;Bron;69029;2;0;Bordure granit;0;1;0;1;;Validé;4,919752106728289;45,74217922968137;POINT (4.919752106728289 45.74217922968137)
TAXI_1618;INSEE_69034;pvo_patrimoine_voirie.pvostationtaxi.1618;1618;TAXCAL02;Chemin du Penthod;Caluire-et-Cuire;69034;5;0;Peinture;0;1;0;0;2 places sur Jules Ferry et 3 devant infirmerie Protestante;Validé;4,833962788065494;45,78631558673692;POINT (4.833962788065494 45.78631558673692)
TAXI_331;INSEE_69383;pvo_patrimoine_voirie.pvostationtaxi.331;331;TAX301;42, Rue de la Villette;Lyon 3e Arrondissement;69383;12;0;Bordure granit;0;1;0;1;Station Gare de la Part-Dieu/Villette;Validé;4,861572582663502;45,76051920367198;POINT (4.861572582663502 45.76051920367198)
TAXI_1290;INSEE_69199;pvo_patrimoine_voirie.pvostationtaxi.1290;1290;TAXSFO01;Rue Charles Plasse;Saint-Fons;69199;3;0;Bordure granit;0;1;0;0;Mairie;Validé;4,853424098197014;45,70897562453025;POINT (4.853424098197014 45.70897562453025)
